55,29,43,35,160,184,39,59,63,11,53,121,28,24,185,131,137,14,39,53,51,13,101,146,310,81,31,146,58,39,78,7,247,85,39,115,16,114,58,52,77,81,104,77,146,95,50,47,197,76,10,110,4,39,183,46,76,11,86,10,146,81,90,19,114,25,93,29,32,92,75,62,97,110,90,28,185,10,206,14,31,146,83,209,41,104,143,77,135,97,81,55,81,62,33,55,39,26,241,173
272,411,333,68,168,102,326,170,146,55,194,330,245,145,248,146,208,146,67,146,150,333,80,326,216,240,172,229,102,225,146,123,102,103,47,326,153,58,224,244,123,51,119,208,55,149,187,90,133,105,209,280,87,326,326,55,163,82,248,235,67,48,148,81,306,249,101,123,146,146,102,89,225,66,96,222,125,169,107,98,333,110,50,225,425,123,146,196,88,107,118,55,55,326,208,228,326,89,133,55
274,186,268,281,326,242,282,33,236,124,326,185,326,326,322,296,266,163,235,185,296,343,124,110,179,182,649,265,333,173,146,231,333,235,160,313,185,326,636,134,208,249,74,126,249,168,487,500,326,138,163,133,326,341,127,460,289,239,208,286,163,572,223,185,187,249,241,274,411,219,146,132,672,133,190,149,235,110,369,183,128,384,222,609,163,266,274,345,239,631,208,236,146,335,357,55,116,333,528,207
672,307,592,523,388,247,446,642,164,385,504,314,425,155,281,267,146,210,636,225,379,468,315,332,499,146,494,173,451,257,672,672,185,185,668,333,327,280,511,400,146,636,159,340,326,326,257,258,291,244,135,280,354,344,185,863,424,447,255,542,274,432,534,210,123,224,143,326,179,315,439,326,266,439,199,274,326,549,307,128,146,675,146,256,326,311,146,157,151,600,261,301,363,855,341,263,206,152,279,144
287,656,115,281,761,373,146,360,110,631,362,669,338,150,251,462,264,903,556,201,325,1311,459,146,257,1057,316,347,317,323,947,146,710,163,494,395,326,494,476,378,341,498,114,516,266,351,325,281,248,208,397,326,243,142,622,628,326,257,611,453,268,909,863,484,629,669,544,209,110,547,235,519,362,307,647,1125,199,446,296,140,579,360,326,315,955,284,636,111,142,375,249,362,247,710,280,257,314,672,482,975
1355,427,326,676,672,313,1102,499,636,317,413,769,487,1388,506,362,518,575,476,351,418,721,208,351,700,344,1133,311,224,862,333,624,660,574,1311,672,805,306,376,257,672,735,596,669,672,511,571,418,375,2220,248,185,172,274,894,380,483,656,388,249,672,1327,459,672,1273,571,1157,446,877,249,149,326,281,636,208,243,618,692,192,326,672,1545,657,651,669,446,646,1016,317,326,669,669,1209,641,399,1155,692,863,272,1283
602,863,712,494,589,672,491,1138,274,635,453,386,656,636,203,863,669,611,299,475,789,669,672,1031,2225,473,192,487,560,274,480,647,326,695,1003,333,146,326,487,1123,451,484,378,672,602,464,611,275,537,863,903,672,1355,385,361,220,280,914,1157,410,487,855,788,185,1367,831,672,326,1131,672,1355,672,185,1192,185,537,681,623,389,672,647,328,863,703,672,628,753,322,945,220,326,672,543,989,473,419,681,325,360,326
446,239,734,257,326,326,549,672,1159,756,321,1333,493,669,456,326,692,752,326,353,360,985,1131,360,600,425,310,647,1713,839,273,578,333,772,949,672,326,277,326,239,134,1303,291,669,326,1577,550,672,442,509,279,611,326,1828,674,657,705,381,640,361,1749,399,636,563,1456,1464,669,672,498,721,249,495,1061,234,619,657,1148,1662,494,475,454,274,146,326,863,852,654,439,669,800,1833,1124,669,487,494,425,316,745,357,439
863,672,1597,589,1052,239,793,1102,456,672,1460,276,1135,388,672,672,672,325,643,326,280,546,1046,775,495,422,454,669,880,672,769,726,466,672,610,494,616,672,257,490,1512,1019,628,604,636,983,241,1260,669,615,447,183,478,459,672,430,333,483,636,1251,862,1114,1157,453,789,1919,488,722,863,326,483,600,495,484,341,1889,672,824,543,1807,1652,622,326,522,460,222,1205,506,796,1233,270,496,669,403,863,672,792,903,403,672
663,542,1100,1477,563,656,743,633,415,1322,669,710,805,385,706,636,793,850,672,798,3027,279,625,1511,1061,585,494,924,636,333,672,672,863,808,1939,450,418,264,672,1031,624,487,850,636,1133,1896,793,669,1457,494,827,753,715,1416,657,715,280,1129,793,805,647,537,410,672,748,347,473,807,885,1052,1162,576,504,423,856,1061,793,388,827,523,529,335,425,1098,774,485,672,574,1342,672,863,672,732,921,2067,498,1093,1609,542,636
2655,672,1386,259,925,417,1550,636,453,1157,965,672,947,2011,683,2702,1066,558,314,672,863,449,3424,815,547,1619,863,863,672,1240,672,879,683,672,1462,239,1240,349,903,173,1043,781,333,378,694,672,542,601,669,1672,1418,1896,831,326,778,1157,341,669,949,1313,494,2092,596,341,441,934,863,1914,682,484,2035,636,845,1251,1247,636,863,494,605,470,782,903,1030,579,1421,487,657,1030,1470,589,587,1546,611,658,672,1017,469,448,3624,990
672,1139,1161,1239,672,1576,1192,276,593,1662,861,2109,315,953,542,482,836,672,717,1202,2318,1085,863,1994,1667,826,1150,944,1749,1073,1162,616,589,1948,800,672,1069,649,1702,319,1954,1220,1513,326,894,616,672,2689,896,817,766,543,1086,1088,385,945,1664,779,672,656,1102,1274,672,672,673,1182,1198,2011,672,672,1766,1386,772,965,5281,941,1283,1102,1882,934,395,1452,1477,558,446,863,863,1039,491,672,351,1136,793,672,672,720,418,903,2322,1125
2575,817,672,1450,672,877,849,1131,656,235,669,880,2671,779,783,1246,334,1125,4295,734,656,527,613,1107,832,2209,1112,779,1081,1016,1214,1039,1180,772,793,963,544,1374,498,1074,1199,656,636,1836,726,1601,800,656,863,1289,1885,1372,669,1100,823,1035,1061,1923,2178,966,1813,465,827,1778,2785,2043,1307,800,863,1363,1125,642,873,1512,326,511,784,706,1138,736,1116,437,903,1283,672,544,794,863,2160,2363,1732,1642,672,1506,1349,1203,294,2119,1205,439
1182,424,748,672,1605,670,1063,877,1838,644,1631,1226,618,1336,1715,672,1618,672,1160,1107,2899,766,672,2639,669,804,454,1239,2274,877,627,376,1330,479,1330,602,1128,1038,965,805,609,2232,1014,672,1766,1257,811,1042,1102,803,326,912,461,1810,1233,784,1788,1627,2397,1896,863,542,469,2801,2156,1916,1655,793,2400,1412,1301,1366,1108,326,785,1061,1504,899,899,697,1121,2915,2002,2128,776,1985,672,1388,709,2622,1355,661,1084,1133,465,1243,1326,1070,647,2081
2561,2692,2904,1056,672,897,2322,1306,863,327,1573,927,651,333,672,2006,1718,1892,672,2902,1633,1597,523,931,633,1041,995,1655,2442,672,1445,594,1125,2418,827,2273,489,1532,672,1018,1138,1350,3621,1296,3689,963,503,812,672,1545,1116,1792,410,534,214,1175,672,1792,1641,1003,672,1240,1218,3286,1395,863,483,2366,635,672,2048,1332,1061,778,1238,669,854,825,2045,1744,1138,881,672,657,1531,656,1498,1289,1124,585,1302,484,494,711,863,1451,1451,1739,672,636
779,789,1330,2659,683,2488,572,2169,963,2322,1896,1269,1232,2177,855,755,693,1273,1076,1607,636,874,2132,1114,2452,1171,1337,877,1555,2121,817,974,521,1139,872,1374,2121,594,672,1587,656,2451,4193,1380,1508,3759,455,1113,727,3385,915,3351,1110,996,815,845,903,868,1234,768,2900,907,1527,1044,652,1924,1112,3690,891,1159,1757,734,647,897,751,672,604,1918,1072,3196,2546,672,1068,2160,1257,1107,323,889,1615,1932,776,2274,2262,863,908,647,1900,863,672,1545
